name,type,artist,cover,alt,released,recorded,studio,genre,length,label,producer,prev_title,prev_year,next_title,next_year
Kid A,studio,[[Radiohead]],Radioheadkida.png,Mountains and their reflections against a sea,{{start date|2000|10|2|df|=|y}},4 January 1999 – 18 April 2000,"*Guillaume Tell, Paris
*Medley, Copenhagen
*Radiohead studio, Oxfordshire","* [[Experimental rock]]
* [[post-rock]]
* {{nowrap|[[art rock]]}} * [[electronica]]",49:56,"* [[Parlophone]]
* [[Capitol Records|Capitol]]","* [[Nigel Godrich]]
* Radiohead",[[Airbag / How Am I Driving?]],1998,[[Amnesiac (album)|Amnesiac]],2001
