name,author,language,country,genre,published,publisher,image,caption,alt,pages
To Kill a Mockingbird,[[Harper Lee]],English,United States,{{hlist|[[Southern Gothic]]|[[Bildungsroman]]}},"July 11, 1960",[[J. B. Lippincott & Co.]],To Kill a Mockingbird (first edition cover).jpg,First edition cover&nbsp;– late printing,Cover of the book showing title in white letters against a black background in a banner above a painting of a portion of a tree against a red background,281
