localized title,cast,genres,runtimes,countries,country codes,language codes,color info,aspect ratio,sound mix,certificates,number of seasons,rating,votes,cover url,imdbID,videos,plot outline,languages,title,year,kind,series years,original title,akas,seasons,writer,production companies,distributors,other companies,plot,canonical title,long imdb title,long imdb canonical title,smart canonical title,smart long imdb canonical title,full-size cover url
Castlevania,"['Richard Armitage', 'James Callis', 'Alejandra Reynoso', 'Theo James', ""Adetokumboh M'Cormack"", 'Jaime Murray', 'Graham McTavish', 'Emily Swallow', 'Jessica Brown Findlay', 'Yasmine Al Massri', 'Ivana Milicevic', 'Bill Nighy', 'Gildart Jackson', 'Matt Frewer', 'Matt Lowe', 'Moira Quirk', 'Rila Fukushima', 'Jason Isaacs', 'Malcolm McDowell', 'Navid Negahban', 'Toks Olagundoye', 'Toru Uchikado', 'Marsha Thomason', 'Lance Reddick', 'Titus Welliver', 'Barbara Steele', 'Darren Richardson', 'Christine Adams', 'Emma Rigby', 'Matthew Waterson', 'JB Blanc', 'JP Karliak', 'Peter Stormare', 'Adam Croasdell', 'Courtenay Taylor', 'Imari Williams', 'Tony Amendola', 'Jonathan Lipow', 'Timothy Omundson', 'André Sogliuzzo', 'Fabio Tassone', 'Fred Tatasciore', 'Dave B. Mitchell', 'Sara Cravens', 'Mick Wingert']","['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",['23'],['United States'],['us'],"['la', 'en']",['Color'],16:9 HD,['Dolby Digital'],"['Australia:MA15+::(seasons 1-2)', 'Australia:R18+::(seasons 3-4)', 'Brazil:16', 'Canada:14A', 'Canada:13+::(Quebec)', 'Ecuador:18::(self-applied)', 'Egypt:18+::(self-applied)', 'France:18', 'Germany:18::(self-applied)', 'Hong Kong:18+::(self-applied)', 'India:18::(self-applied)', 'Indonesia:18+::(self-applied)', 'Israel:18::(self-applied)', 'Italy:VM14::(self-applied)', 'Japan:R18+::(self-applied)', 'Mexico:TV-MA::(self-applied)', 'Netherlands:12', 'New Zealand:R16::(Season 1)', 'Norway:16::(Netflix self-rating)', 'Norway:18::(Netflix self-rating)', 'Philippines:R-18::(Netflix rating)', 'Philippines:18+::(self-applied)', 'Poland:16', 'Portugal:M/16', 'Portugal:M/18::(Netflix self-rating)', 'Singapore:M18', 'South Africa:18::(self-applied)', 'South Korea:18', 'Spain:18', 'Sweden:18+::(self-applied)', 'Taiwan:18+::(self-applied)', 'Thailand:18+::(self-applied)', 'Turkey:18+::(self-applied)', 'United Kingdom:15', 'United Kingdom:18::(season 4)', 'United States:TV-MA::(LV)', 'United Arab Emirates:18+::(self-applied)']",4,8.3,79946,"https://m.media-amazon.com/images/M/MV5BMjAzMjU2MjYzMl5BMl5BanBnXkFtZTgwNTQ4Nzk1NjM@._V1_SY150_CR0,0,101,150_.jpg",6517102,"['http://www.imdb.com/title/tt6517102/videoplayer/vi2484192281', 'http://www.imdb.com/title/tt6517102/videoplayer/vi3404709913']","When Lisa Tepes, beloved wife of Vlad Tepes AKA Dracula, is accused of witchcraft and burned at the stake by an overzealous bishop, Dracula declares war on the people of Wallachia and unleashes an army of murderous demonic creatures from hell. Luckily, Trevor Belmont, last survivor of the Belmont clan, a disgraced family known for hunting all kinds of monsters, is still in town and agrees to take the fight to the lord of vampires.","['Latin', 'English']",Castlevania,2017,tv series,2017-2021,Castlevania,"['Кастлвания (Russia)', '惡魔城 (Taiwan)', 'Кастлванія (Ukraine)', '惡魔城 (Hong Kong, Cantonese title)', 'Каслванія (Ukraine)']",4,"['Warren Ellis', 'Warren Ellis']","['Frederator Studios', 'Mua Film', 'Netflix', 'Powerhouse Animation Studios', 'Project 51 Productions', 'Shankar Animation']","['Netflix', 'Netflix', 'Netflix', 'Netflix']","['Konami', 'Powerhouse Animation Studios', 'Crawford Media Services', 'Eros Creative and Sound', 'Lakeshore Records', 'Milan Records', 'Moi Animation Studio', 'Oscillate Recordings', 'Salami Studios']","['A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.', 'When Lisa Tepes, beloved wife of Vlad Tepes AKA Dracula, is accused of witchcraft and burned at the stake by an overzealous bishop, Dracula declares war on the people of Wallachia and unleashes an army of murderous demonic creatures from hell. Luckily, Trevor Belmont, last survivor of the Belmont clan, a disgraced family known for hunting all kinds of monsters, is still in town and agrees to take the fight to the lord of vampires.—Ricky Lyon']",Castlevania,"""Castlevania"" (2017)","""Castlevania"" (2017)",Castlevania,"""Castlevania"" (2017)",https://m.media-amazon.com/images/M/MV5BMjAzMjU2MjYzMl5BMl5BanBnXkFtZTgwNTQ4Nzk1NjM@.jpg
